MaxHsLen_m,MaxDoO_m,HsAngle_deg,ChAngle_deg,HsAspect_deg,HsAngle_rad,ChAngle_rad,HsAspect_rad
6482.965,50517.35,7.72533185602218,1.79010958190914,262.763758248514,0.134832476696792,0.0312433061758136,4.58609273635097
