29.9985	148324.6
89.99549	149435.4
149.9925	136274
209.9895	125251.8
269.9865	116419.3
329.9835	110167.9
389.9805	106247.4
449.9774	102063.1
509.9745	97515.72
569.9714	95374.8
629.9684	93924.56
689.9654	91373.62
749.9624	90020.84
809.9594	89437.72
869.9564	88111.84
929.9534	87177.49
989.9504	86204.51
1049.947	84562.69
1109.944	82752.83
1169.941	80040.56
1229.938	77872.76
1289.935	74374.03
1349.932	71234.92
1409.929	70668.6
1469.926	71214.76
1529.923	70218.24
1589.92	70187.99
1649.917	69186.44
1709.914	68655.41
1769.911	68258.82
1829.908	66267.47
1889.905	65528.06
1949.902	64639.09
2009.899	65746.52
2069.896	65674.27
2129.893	65570.07
2189.89	64269.39
2249.887	63429.16
2309.884	62501.54
2369.881	61190.78
2429.878	58498.68
2489.875	58011.34
2549.872	57461.83
2609.869	56971.13
2669.866	57376.12
2729.863	56125.86
2789.86	54860.47
2849.857	52983.39
2909.854	51240.75
2969.851	48027.7
3029.848	45624.63
3089.845	43065.28
3149.842	41857.03
3209.839	40334.53
3269.836	38675.91
3329.833	37571.84
3389.83	35525.04
3449.827	33212.71
3509.824	30939.04
3569.821	29604.76
3629.818	28554.46
3689.815	27299.16
3749.812	25885.89
3809.809	24430.6
3869.806	23637.42
3929.803	22909.78
3989.8	22077.95
4049.797	21168.82
4109.794	20573.94
4169.791	19688.33
4229.788	18444.79
4289.785	16572.75
4349.782	14932.61
4409.779	13870.56
4469.776	12793.38
4529.773	11475.9
4589.77	10512.99
4649.767	9637.468
4709.764	8489.71
4769.761	7165.504
4829.758	6019.426
4889.755	5458.151
4949.752	5167.431
5009.749	5001.064
5069.746	4797.728
5129.743	4293.589
5189.74	3858.348
5249.737	3663.414
5309.734	3609.639
5369.731	3120.624
5429.728	2631.609
5489.725	1934.215
5549.722	1687.187
5609.719	1419.993
5669.716	1100.705
5729.713	804.9429
5789.71	519.2637
5849.707	389.8679
5909.704	302.4837
5969.701	226.8628
6029.698	210.0582
6089.695	159.6442
6149.692	126.0349
6209.689	78.98186
6269.686	52.09442
6329.683	35.28977
6389.68	23.52651
6449.677	20.16558
6509.674	1.680465
