Distance_to_Outlet_m,Channel_Width
21928.9,1.79761670746254e-05
21988.9,1.9773783782088e-05
22048.89,1.79761670746254e-05
22108.89,1.9773783782088e-05
22168.89,1.79761670746254e-05
22228.89,1.9773783782088e-05
22288.88,1.79761670746254e-05
22348.88,2.15714004895505e-05
22408.88,1.61785503671629e-05
22468.88,1.9773783782088e-05
22528.87,1.79761670746254e-05
22588.87,1.9773783782088e-05
22648.86,1.61785503671629e-05
22708.86,1.9773783782088e-05
22768.86,1.79761670746254e-05
22828.86,2.15714004895505e-05
22888.85,1.9773783782088e-05
22948.85,1.79761670746254e-05
23008.85,2.15714004895505e-05
23068.84,1.79761670746254e-05
23128.84,2.15714004895505e-05
23188.84,1.79761670746254e-05
23248.84,1.9773783782088e-05
23308.83,1.9773783782088e-05
23368.83,1.9773783782088e-05
23428.82,1.9773783782088e-05
23488.82,1.79761670746254e-05
23548.82,1.79761670746254e-05
23608.82,1.79761670746254e-05
23668.81,1.9773783782088e-05
23728.81,1.79761670746254e-05
23788.81,1.9773783782088e-05
23848.8,1.61785503671629e-05
23908.8,1.79761670746254e-05
23968.8,1.79761670746254e-05
24028.8,1.61785503671629e-05
24088.79,1.79761670746254e-05
24148.79,1.79761670746254e-05
24208.79,1.9773783782088e-05
24268.78,1.79761670746254e-05
24328.78,1.79761670746254e-05
24388.78,1.61785503671629e-05
24448.77,1.9773783782088e-05
24508.77,1.79761670746254e-05
24568.77,1.79761670746254e-05
24628.77,1.79761670746254e-05
24688.76,1.79761670746254e-05
24748.76,1.79761670746254e-05
24808.76,1.79761670746254e-05
24868.75,1.61785503671629e-05
24928.75,1.79761670746254e-05
24988.75,1.79761670746254e-05
25048.74,1.9773783782088e-05
25108.74,1.9773783782088e-05
25168.74,1.61785503671629e-05
25228.73,2.15714004895505e-05
25288.73,1.79761670746254e-05
25348.73,1.79761670746254e-05
25408.73,1.79761670746254e-05
25468.72,1.79761670746254e-05
25528.72,1.61785503671629e-05
25588.72,1.79761670746254e-05
25648.71,1.79761670746254e-05
25708.71,1.9773783782088e-05
25768.71,1.61785503671629e-05
25828.71,1.79761670746254e-05
25888.7,2.15714004895505e-05
25948.7,1.9773783782088e-05
26008.7,1.61785503671629e-05
26068.69,1.9773783782088e-05
26128.69,1.79761670746254e-05
26188.69,1.79761670746254e-05
26248.68,1.79761670746254e-05
26308.68,1.79761670746254e-05
26368.68,2.15714004895505e-05
26428.68,1.79761670746254e-05
26488.67,1.9773783782088e-05
26548.67,1.9773783782088e-05
26608.67,1.61785503671629e-05
26668.66,1.9773783782088e-05
26728.66,1.61785503671629e-05
26788.66,2.15714004895505e-05
26848.65,1.79761670746254e-05
26908.65,2.3369017197013e-05
26968.65,2.51666339044756e-05
27028.64,2.69642506119381e-05
27088.64,2.87618673194007e-05
27148.64,2.69642506119381e-05
27208.64,2.87618673194007e-05
27268.63,2.69642506119381e-05
27328.63,1.9773783782088e-05
27388.63,1.79761670746254e-05
27448.62,1.9773783782088e-05
27508.62,1.79761670746254e-05
27568.62,1.9773783782088e-05
27628.62,1.61785503671629e-05
27688.61,1.79761670746254e-05
27748.61,1.61785503671629e-05
27808.61,2.15714004895505e-05
27868.6,1.61785503671629e-05
27928.6,1.79761670746254e-05
27988.6,1.9773783782088e-05
28048.59,1.79761670746254e-05
28108.59,1.9773783782088e-05
28168.59,1.61785503671629e-05
28228.59,1.9773783782088e-05
28288.58,1.79761670746254e-05
28348.58,1.79761670746254e-05
28408.58,1.9773783782088e-05
28468.57,1.61785503671629e-05
28528.57,1.9773783782088e-05
28588.57,1.79761670746254e-05
28648.56,1.79761670746254e-05
28708.56,1.79761670746254e-05
28768.56,1.79761670746254e-05
28828.55,1.79761670746254e-05
28888.55,1.79761670746254e-05
28948.55,1.9773783782088e-05
29008.55,1.79761670746254e-05
29068.54,2.15714004895505e-05
29128.54,3.05594840268632e-05
29188.54,3.05594840268632e-05
29248.54,2.51666339044756e-05
29308.53,2.87618673194007e-05
29368.53,2.69642506119381e-05
29428.52,2.3369017197013e-05
29488.52,2.69642506119381e-05
29548.52,2.69642506119381e-05
29608.52,2.69642506119381e-05
29668.51,2.87618673194007e-05
29728.51,2.51666339044756e-05
29788.51,2.87618673194007e-05
29848.5,2.87618673194007e-05
29908.5,2.87618673194007e-05
29968.5,2.3369017197013e-05
30028.5,2.69642506119381e-05
30088.49,2.69642506119381e-05
30148.49,2.87618673194007e-05
30208.48,2.69642506119381e-05
30268.48,2.69642506119381e-05
30328.48,2.69642506119381e-05
30388.48,2.69642506119381e-05
30448.47,2.51666339044756e-05
30508.47,2.87618673194007e-05
30568.47,2.69642506119381e-05
30628.46,2.69642506119381e-05
30688.46,2.51666339044756e-05
30748.46,2.87618673194007e-05
30808.46,2.87618673194007e-05
30868.45,3.59523341492508e-05
30928.45,3.41547174417883e-05
30988.45,3.59523341492508e-05
31048.44,3.77499508567134e-05
31108.44,3.77499508567134e-05
31168.44,3.41547174417883e-05
31228.43,3.05594840268632e-05
31288.43,2.69642506119381e-05
31348.43,2.69642506119381e-05
31408.43,2.87618673194007e-05
31468.42,2.87618673194007e-05
31528.42,2.51666339044756e-05
31588.42,2.69642506119381e-05
31648.41,1.79761670746254e-05
31708.41,1.79761670746254e-05
31768.41,1.61785503671629e-05
31828.4,1.79761670746254e-05
31888.4,1.79761670746254e-05
31948.4,1.61785503671629e-05
32008.39,2.15714004895505e-05
32068.39,1.79761670746254e-05
32128.39,1.79761670746254e-05
32188.39,1.61785503671629e-05
32248.38,1.9773783782088e-05
32308.38,1.61785503671629e-05
32368.38,1.9773783782088e-05
32428.38,2.15714004895505e-05
32488.37,1.61785503671629e-05
32548.37,1.79761670746254e-05
32608.37,1.79761670746254e-05
32668.36,1.79761670746254e-05
32728.36,1.61785503671629e-05
32788.36,1.79761670746254e-05
32848.35,1.9773783782088e-05
32908.35,1.79761670746254e-05
32968.35,1.9773783782088e-05
33028.34,1.61785503671629e-05
33088.34,1.9773783782088e-05
33148.34,2.15714004895505e-05
33208.34,1.61785503671629e-05
33268.33,1.61785503671629e-05
33328.33,1.9773783782088e-05
33388.33,3.23571007343258e-05
33448.32,3.95475675641759e-05
33508.32,3.59523341492508e-05
33568.32,3.59523341492508e-05
33628.31,3.23571007343258e-05
33688.31,3.59523341492508e-05
33748.31,3.59523341492508e-05
33808.3,3.59523341492508e-05
33868.3,4.13451842716385e-05
33928.3,3.77499508567134e-05
33988.3,3.77499508567134e-05
34048.29,3.41547174417883e-05
34108.29,3.41547174417883e-05
34168.29,2.51666339044756e-05
34228.28,2.87618673194007e-05
34288.28,2.87618673194007e-05
34348.28,2.51666339044756e-05
34408.27,2.69642506119381e-05
34468.27,2.69642506119381e-05
34528.27,2.51666339044756e-05
34588.27,3.05594840268632e-05
34648.27,2.69642506119381e-05
34708.26,2.69642506119381e-05
34768.26,2.69642506119381e-05
34828.25,1.9773783782088e-05
34888.25,1.9773783782088e-05
34948.25,1.79761670746254e-05
35008.24,1.79761670746254e-05
35068.24,1.9773783782088e-05
35128.24,1.79761670746254e-05
35188.23,1.79761670746254e-05
35248.23,2.15714004895505e-05
35308.23,1.61785503671629e-05
35368.23,1.79761670746254e-05
35428.23,1.9773783782088e-05
35488.22,1.61785503671629e-05
35548.22,1.9773783782088e-05
35608.21,1.79761670746254e-05
35668.21,1.79761670746254e-05
35728.21,1.9773783782088e-05
35788.2,1.79761670746254e-05
35848.2,1.79761670746254e-05
35908.2,1.79761670746254e-05
35968.2,1.43809336597003e-05
36028.2,1.9773783782088e-05
36088.19,1.79761670746254e-05
36148.19,1.79761670746254e-05
36208.19,1.9773783782088e-05
36268.18,1.9773783782088e-05
36328.18,1.61785503671629e-05
36388.18,2.15714004895505e-05
36448.17,1.43809336597003e-05
36508.17,1.9773783782088e-05
36568.16,1.79761670746254e-05
36628.16,1.9773783782088e-05
36688.16,1.79761670746254e-05
36748.16,1.79761670746254e-05
36808.16,8.98808353731271e-06
36868.15,1.07857002447753e-05
36928.15,8.98808353731271e-06
36988.15,8.98808353731271e-06
37048.14,8.98808353731271e-06
37108.14,8.98808353731271e-06
37168.14,8.98808353731271e-06
37228.13,1.07857002447753e-05
37288.13,8.98808353731271e-06
37348.12,8.98808353731271e-06
37408.12,8.98808353731271e-06
37468.12,8.98808353731271e-06
37528.12,8.98808353731271e-06
37588.12,8.98808353731271e-06
37648.11,8.98808353731271e-06
37708.11,1.07857002447753e-05
37768.11,8.98808353731271e-06
37828.1,8.98808353731271e-06
37888.1,8.98808353731271e-06
37948.1,8.98808353731271e-06
38008.09,8.98808353731271e-06
38068.09,8.98808353731271e-06
38128.09,1.07857002447753e-05
38188.09,8.98808353731271e-06
38248.09,8.98808353731271e-06
38308.08,1.07857002447753e-05
38368.08,1.07857002447753e-05
38428.07,8.98808353731271e-06
38488.07,8.98808353731271e-06
38548.07,1.07857002447753e-05
38608.06,8.98808353731271e-06
38668.06,8.98808353731271e-06
38728.06,8.98808353731271e-06
38788.05,8.98808353731271e-06
38848.05,8.98808353731271e-06
38908.05,1.07857002447753e-05
38968.05,8.98808353731271e-06
39028.05,8.98808353731271e-06
39088.04,8.98808353731271e-06
39148.04,1.07857002447753e-05
39208.03,8.98808353731271e-06
39268.03,8.98808353731271e-06
39328.03,1.07857002447753e-05
39388.02,8.98808353731271e-06
39448.02,1.07857002447753e-05
39508.02,8.98808353731271e-06
39568.02,1.07857002447753e-05
39628.02,7.19046682985017e-06
39688.01,8.98808353731271e-06
39748.01,1.07857002447753e-05
39808.01,8.98808353731271e-06
39868,8.98808353731271e-06
39928,8.98808353731271e-06
39987.99,1.07857002447753e-05
40047.99,8.98808353731271e-06
40107.99,8.98808353731271e-06
40167.98,1.07857002447753e-05
40227.98,7.19046682985017e-06
40287.98,8.98808353731271e-06
40347.98,8.98808353731271e-06
40407.98,8.98808353731271e-06
40467.97,7.19046682985017e-06
40527.97,1.07857002447753e-05
40587.97,8.98808353731271e-06
40647.96,8.98808353731271e-06
40707.96,8.98808353731271e-06
40767.95,8.98808353731271e-06
40827.95,8.98808353731271e-06
40887.95,1.07857002447753e-05
40947.95,8.98808353731271e-06
41007.95,1.07857002447753e-05
41067.94,8.98808353731271e-06
41127.94,1.07857002447753e-05
41187.94,8.98808353731271e-06
41247.93,8.98808353731271e-06
41307.93,1.07857002447753e-05
41367.93,8.98808353731271e-06
41427.92,8.98808353731271e-06
41487.92,8.98808353731271e-06
41547.91,1.07857002447753e-05
41607.91,1.07857002447753e-05
41667.91,1.07857002447753e-05
41727.91,8.98808353731271e-06
41787.91,1.07857002447753e-05
41847.9,8.98808353731271e-06
41907.9,8.98808353731271e-06
41967.9,1.25833169522378e-05
42027.89,1.9773783782088e-05
42087.89,1.9773783782088e-05
42147.89,1.79761670746254e-05
42207.88,1.79761670746254e-05
42267.88,1.79761670746254e-05
42327.88,1.61785503671629e-05
42387.88,1.9773783782088e-05
42447.88,2.15714004895505e-05
42507.87,1.9773783782088e-05
42567.87,1.79761670746254e-05
42627.86,1.79761670746254e-05
42687.86,1.9773783782088e-05
42747.86,1.9773783782088e-05
42807.85,1.79761670746254e-05
42867.85,1.79761670746254e-05
42927.85,1.61785503671629e-05
42987.84,1.79761670746254e-05
43047.84,1.79761670746254e-05
43107.84,1.79761670746254e-05
43167.84,1.79761670746254e-05
43227.84,1.61785503671629e-05
43287.83,1.79761670746254e-05
43347.83,1.61785503671629e-05
43407.82,1.9773783782088e-05
43467.82,1.07857002447753e-05
43527.82,8.98808353731271e-06
43587.81,8.98808353731271e-06
43647.81,8.98808353731271e-06
43707.81,1.07857002447753e-05
43767.8,8.98808353731271e-06
43827.8,8.98808353731271e-06
43887.8,1.43809336597003e-05
43947.8,1.9773783782088e-05
44007.8,1.79761670746254e-05
44067.79,1.79761670746254e-05
44127.79,1.79761670746254e-05
44187.79,2.15714004895505e-05
44247.78,1.79761670746254e-05
44307.78,1.79761670746254e-05
44367.77,1.61785503671629e-05
44427.77,1.61785503671629e-05
44487.77,1.07857002447753e-05
44547.77,7.19046682985017e-06
44607.77,8.98808353731271e-06
44667.76,8.98808353731271e-06
44727.76,8.98808353731271e-06
44787.76,8.98808353731271e-06
44847.75,8.98808353731271e-06
44907.75,7.19046682985017e-06
44967.75,8.98808353731271e-06
45027.74,1.07857002447753e-05
45087.74,1.07857002447753e-05
45147.73,8.98808353731271e-06
45207.73,8.98808353731271e-06
45267.73,8.98808353731271e-06
45327.73,8.98808353731271e-06
45387.73,8.98808353731271e-06
45447.72,8.98808353731271e-06
45507.72,8.98808353731271e-06
45567.72,7.19046682985017e-06
45627.71,8.98808353731271e-06
45687.71,8.98808353731271e-06
45747.71,8.98808353731271e-06
45807.7,8.98808353731271e-06
45867.7,7.19046682985017e-06
45927.7,8.98808353731271e-06
45987.7,8.98808353731271e-06
46047.69,8.98808353731271e-06
46107.69,8.98808353731271e-06
46167.69,8.98808353731271e-06
46227.68,8.98808353731271e-06
46287.68,8.98808353731271e-06
46347.68,7.19046682985017e-06
46407.67,1.07857002447753e-05
46467.67,8.98808353731271e-06
46527.67,8.98808353731271e-06
46587.66,1.07857002447753e-05
46647.66,8.98808353731271e-06
46707.66,8.98808353731271e-06
46767.66,1.07857002447753e-05
46827.65,8.98808353731271e-06
46887.65,8.98808353731271e-06
46947.65,8.98808353731271e-06
47007.64,7.19046682985017e-06
47067.64,1.07857002447753e-05
47127.64,7.19046682985017e-06
47187.63,7.19046682985017e-06
47247.63,1.07857002447753e-05
47307.63,1.79761670746254e-05
47367.62,1.61785503671629e-05
47427.62,2.15714004895505e-05
47487.62,1.79761670746254e-05
47547.62,2.15714004895505e-05
47607.61,1.9773783782088e-05
47667.61,1.79761670746254e-05
47727.61,1.79761670746254e-05
47787.6,1.9773783782088e-05
47847.6,1.79761670746254e-05
47907.6,1.79761670746254e-05
47967.59,1.79761670746254e-05
48027.59,1.9773783782088e-05
48087.59,1.79761670746254e-05
48147.59,1.79761670746254e-05
48207.59,1.9773783782088e-05
48267.58,1.61785503671629e-05
48327.58,1.79761670746254e-05
48387.57,1.9773783782088e-05
48447.57,1.61785503671629e-05
48507.57,1.79761670746254e-05
48567.56,1.79761670746254e-05
48627.56,1.61785503671629e-05
48687.56,1.79761670746254e-05
48747.55,8.98808353731271e-06
48807.55,8.98808353731271e-06
48867.55,8.98808353731271e-06
48927.55,1.07857002447753e-05
48987.55,8.98808353731271e-06
49047.54,8.98808353731271e-06
49107.54,8.98808353731271e-06
49167.54,7.19046682985017e-06
49227.53,1.07857002447753e-05
49287.53,7.19046682985017e-06
49347.52,8.98808353731271e-06
49407.52,7.19046682985017e-06
49467.52,8.98808353731271e-06
49527.52,1.07857002447753e-05
49587.52,8.98808353731271e-06
49647.51,7.19046682985017e-06
49707.51,1.07857002447753e-05
49767.51,8.98808353731271e-06
49827.5,8.98808353731271e-06
49887.5,8.98808353731271e-06
49947.5,8.98808353731271e-06
50007.49,8.98808353731271e-06
50067.49,8.98808353731271e-06
50127.48,8.98808353731271e-06
50187.48,8.98808353731271e-06
50247.48,1.07857002447753e-05
50307.48,1.07857002447753e-05
50367.48,8.98808353731271e-06
50427.47,1.07857002447753e-05
50487.47,8.98808353731271e-06
50547.47,0
